,0,1,2,3,4,5,6,7
0,0.689655172,0.6293706290000001,0.6045197739999999,0.55982906,-0.223463688,-0.228915663,0.44554455400000004,-0.1612691710625
1,0.40689655199999997,0.43356643399999995,0.5,0.24358974299999991,0.7597765360000001,0.8253012040000001,0.67029703,-0.03098624890151973
2,0.6137931030000001,0.573426573,0.423728813,0.598290598,-0.61452514,-0.542168675,0.2009900990000001,-0.227651103125
3,0.389655172,0.286713287,0.24858757099999995,-0.034188035000000006,0.445418994,0.686746988,0.22772277199999996,0.24895709173283386
4,0.489655172,0.386713287,0.34858757099999995,-0.034188035000000006,0.445418994,0.686746988,0.22772277199999996,0.23462532327083338
5,0.5241379310000001,0.51048951,0.44067796600000003,0.517094017,-0.452513967,-0.5361445779999999,-0.237623763,-0.11253930385498662
6,0.48965517199999997,0.47552447500000006,0.6440677960000001,0.508547008,0.25139664800000006,0.313253012,0.5247524750000001,0.07482701735334671
7,0.6620689660000001,0.7762237759999999,0.762711864,0.307692308,0.5027932959999999,0.813253012,0.801980198,0.04662159266523064
8,0.6620689660000001,0.7762237759999999,0.762711864,0.307692308,0.5027932959999999,0.813253012,0.801980198,-0.19182367012643606
9,0.42758620699999994,0.333566433,0.34463276800000003,-0.153846154,0.290502794,-0.078313253,0.13603960399999998,-0.11707864040202691
10,0.42758620699999994,0.433566433,0.34463276800000003,-0.153846154,0.290502794,-0.078313253,0.13603960399999998,-0.005991867471140666
11,0.32758620699999994,0.413566433,0.34463276800000003,-0.153846154,0.290502794,-0.078313253,-0.013603960399999998,0.1046933786772191
12,0.29655172399999996,0.288741258,0.298587571,0.213675214,-0.094972067,-0.30120481899999996,-0.05940594100000002,0.572077979224244
13,0.648275862,0.58041958,0.542372882,0.5213675210000001,-0.22905028,-0.09638554199999999,0.306930693,0.1961634442678969
14,0.399655172,0.486713287,0.44858757099999995,-0.034188035000000006,0.445418994,0.686746988,0.22772277199999996,0.23462532327083338
15,0.648275862,0.58041958,0.542372882,0.5213675210000001,-0.22905028,-0.09638554199999999,0.306930693,-0.161634442678969
16,0.389655172,0.486713287,0.54858757099999995,-0.034188035000000006,0.445418994,0.686746988,0.22772277199999996,0.24895709173283386